"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level"
"4594","5.5","9.3","4","2.2","0.8","3.11","2"
"4595","6.2","8.4","3.6","2","1.7","3.09","4"
"4596","3.7","7","3.1","2.2","1","3.24","3"
"4597","5","7.5","2.9","2.1","0.9","3.05","4"
"4598","5.7","8","2.1","1.4","1.2","3.15","2"
"4599","6.5","8","2.7","2.3","1.1","3.11","5"
"4600","5.1","7.8","1.9","1.7","1.1","2.76","2"
"4601","4","8.3","2.8","2.3","1.6","3.37","3"
"4602","6","7.4","2.8","1.7","1.1","2.83","2"
"4603","5","7.3","1.1","2","0.7","2.85","2"
"4604","4.5","7.3","2.5","2","0.7","3.38","4"
"4605","5","8","2.8","2.2","1.4","2.98","3"
"4606","5.4","7.7","2.4","1","1.2","2.78","2"
"4607","5","7.7","2.8","1","0.5","3.47","3"
"4608","3.7","8","1.6","2.1","0.5","3.07","3"
"4609","6.2","6.3","2","2","1","3.44","5"
"4610","6.5","7.7","3.2","1.4","1.2","3.02","5"
"4611","6","7.6","2.5","2","0.8","2.87","4"
"4612","4.6","8.5","2.7","1.1","0.5","3.14","4"
"4613","5.3","6.6","2.1","3.4","0.7","2.96","5"
"4614","5.5","8.4","2.5","2.5","1.5","3.28","2"
"4615","6","7.5","0.9","2.1","1.1","3.34","2"
"4616","6","7.8","3.1","1.8","1.3","3.39","3"
"4617","4.9","8.5","3.8","1.5","1.3","3.14","4"
"4618","5.6","7.8","1.8","1.1","0.8","3.48","5"
"4619","5.9","7.7","1.8","1.7","0.9","3.01","2"
"4620","6.7","7.6","2.8","1.4","0.9","3.23","5"
"4621","6.1","7.2","3.5","1.4","1.1","3.17","3"
"4622","6.1","7.5","2.5","1.1","1.3","3.59","5"
"4623","5.6","7.1","1.6","1.9","1.6","3.44","3"
"4624","6.6","7.5","2.4","1.6","1.2","3.21","4"
"4625","5.8","6.1","1.8","2.1","1.2","3.24","2"
"4626","4.8","7.8","2","2","1.6","3.51","2"
"4627","6.6","7.4","2.3","1.9","0.9","3.05","2"
"4628","6.1","7.3","1.8","3.1","1.4","2.79","4"
"4629","5.1","7.6","2","2.2","1.2","3.01","3"
"4630","5.1","6.6","2.6","1.2","1.2","3.12","2"
"4631","5.7","8.7","2.7","2","0.9","3.47","4"
"4632","5.9","7.4","1.5","1.8","0.6","3.41","2"
"4633","5.7","7.4","2.8","1.1","1.1","3.19","2"
"4634","5.7","6.9","2.2","1.1","1.1","3.29","4"
"4635","6.9","7.5","3","2","0.8","3.06","2"
"4636","6.4","8.3","3","2.1","1","3.62","2"
"4637","5.7","8.1","2.1","1.3","0.7","3.44","5"
"4638","6.3","8","2.9","2.3","0.7","3.21","5"
"4639","4.7","7.8","1.9","1.9","0.9","3.19","3"
"4640","5.8","7.3","3.4","2.4","0.6","3.34","4"
"4641","6.9","6.6","1.9","2.3","0.8","3.19","5"
"4642","5.3","7.4","2.7","1.7","1.2","2.84","5"
"4643","4.8","7.4","2.4","2.6","1.4","3.51","2"
"4644","5","8.1","1.8","1.2","1.6","3.43","5"
"4645","4.6","7.7","3.1","3","0.9","3.27","3"
"4646","4.9","8.5","2.1","1.4","1.4","3.12","2"
"4647","5.2","8.2","1.3","1.8","1.1","3.2","2"
"4648","4.4","7.2","0.5","1.5","0.9","2.67","3"
"4649","5.5","6.4","1.9","1.6","1.1","2.98","2"
"4650","6.2","8.3","3.5","3.3","1.3","3.55","3"
"4651","4.8","8.3","3.4","1.6","0.9","3.3","3"
"4652","6.7","6.7","2","2.2","0.8","2.81","3"
"4653","5.9","8.4","2.2","1.7","0.9","3.03","5"
"4654","6.3","7.7","2.2","2.3","0.8","2.81","2"
"4655","5","7.6","1.6","1.5","1.4","3.04","4"
"4656","6.2","8.5","1.8","1.9","0.8","3.17","5"
"4657","4.6","8.3","3.2","2.1","0.8","3.52","4"
"4658","6.2","7.9","2.9","1.4","1.1","3.36","2"
"4659","5.6","7.8","2.7","3.2","1.1","3.14","3"
"4660","5.9","7.9","1.6","2.1","0.9","3.15","4"
"4661","4.6","7.3","2.6","1.7","1.5","3.04","5"
"4662","4.8","7.5","0.9","1.5","0.8","3.42","3"
"4663","6","7","3.1","1.8","0.9","3.44","4"
"4664","4.7","7.3","2.7","1.2","0.4","2.93","2"
"4665","5.9","7.3","1.6","2.7","0.9","2.86","4"
"4666","4.4","7.1","3.6","2","0.6","3.14","5"
"4667","6.2","7.6","1.2","1.8","0.7","3.16","2"
"4668","4.5","7.3","2.9","2.3","0.4","3.25","3"
"4669","5.9","7.8","2.9","1.4","0.7","2.87","5"
"4670","6","6.5","1.6","1.2","1","3.06","3"
"4671","4.9","7.4","2.5","1.7","0.9","3.18","2"
"4672","6","7.6","1.4","1.9","0.9","3.04","4"
"4673","5.7","7.3","0.5","2.1","0.9","3.37","5"
"4674","5.1","7.4","1.8","1.1","0.8","3.57","3"
"4675","4.7","6.5","2.1","1.6","1","3.09","2"
"4676","3.9","7.7","3","0.3","1","3.38","2"
"4677","5.8","7.9","2.5","1.2","1.1","3.13","4"
"4678","4.2","7.8","2.6","2.2","0.9","3.01","5"
"4679","5.6","8.1","1.8","2.3","0.9","3.06","4"
"4680","5.3","7.6","2.1","1.2","1.2","3.35","2"
"4681","6","7.8","1.8","1.6","1.2","3.07","4"
"4682","5.3","7.6","1.6","1.8","1","3.11","5"
"4683","5.2","7.9","2.1","2.3","1.4","2.97","2"
"4684","6.1","6.6","2.6","2.6","1","3.33","3"
"4685","5.8","7","2.1","1.9","1","3.29","2"
"4686","5.8","8.5","2.3","1.7","1","3.49","4"
"4687","5.9","6","3","1.1","1","3.32","4"
"4688","4.3","7.4","2.1","1.9","0.7","3.28","4"
"4689","6.1","8.2","1.6","2.8","0.4","3.32","4"
"4690","6","7.4","2.9","2.4","1.1","3.15","2"
"4691","4.7","7.3","2.7","1.9","1.3","3.22","5"
"4692","5.3","7.6","2.7","2","0.7","3.39","2"
"4693","5.5","7.3","2.9","1.5","1.3","3.04","5"
"4694","5.4","7.5","2.8","1.6","0.5","3.54","2"
"4695","5.8","7.1","2.5","1.9","0.8","3.33","2"
"4696","6.6","8.2","4.2","1.9","1.5","3.6","5"
"4697","6.4","8.4","1.6","2.3","1.1","2.96","4"
"4698","4.5","7.4","2.1","2.3","0.9","2.96","5"
"4699","6","6.7","3.2","2.1","1.1","3.27","5"
"4700","6.6","7.2","2.6","1.3","1.4","3.22","3"
"4701","5.8","7.4","3","1.3","0.6","3.11","3"
"4702","6.4","7.8","2.6","1.4","1.4","2.95","4"
"4703","7.1","6.9","3.5","1.9","0.9","3.15","3"
"4704","6.3","7","1.8","0.8","1.2","3.24","2"
"4705","5.7","7.8","3.4","1.8","0.8","2.94","3"
"4706","6.3","8.1","3.3","2.5","1.5","3.12","5"
"4707","5.6","7.1","1.7","2.1","1","3.28","2"
"4708","5.5","6.7","2.9","1.6","0.6","3.36","5"
"4709","5.2","9.5","2.5","1.5","1.1","3.14","2"
"4710","6.8","8","2.1","2.2","1.4","3.04","5"
"4711","4.8","7.3","1.2","2","1.4","3.22","2"
"4712","6.7","8","1.8","1.7","1","3.16","4"
"4713","5.9","7.4","3","1.5","1.2","2.91","5"
"4714","4.4","8","3.1","1.8","0.9","3.11","5"
"4715","5.8","7.6","2.4","1.6","1.2","3.08","2"
"4716","3.8","7.6","3.1","2.2","1.1","3.2","5"
"4717","6","7.4","3.2","2.4","0.1","3.05","4"
"4718","6.2","6.6","2.6","1.1","0.7","3.09","5"
"4719","5","8.7","2","1.2","1.1","3.16","4"
"4720","5.6","6.9","2.8","2.5","1","3.33","3"
"4721","7.1","6.7","2.8","1.9","1","3.22","3"
"4722","5.1","7.4","3","1.2","1","3.73","3"
"4723","4.7","6.9","3.1","2.3","1.4","2.95","4"
"4724","6.7","7.5","1.5","2","1.1","3.38","4"
"4725","7.1","7.9","2.1","2.9","0.3","3.18","2"
"4726","5.5","8.1","1.2","1.7","1.6","2.92","5"
"4727","6.3","8","3","2.4","0.4","3.12","4"
"4728","6.6","7.3","2.4","1.1","1.3","2.9","2"
"4729","4.9","7.5","2.8","2.5","0.5","3.22","3"
"4730","5.1","7.7","1.5","2.3","1.4","3.14","5"
"4731","6.5","6.4","3.5","2.6","0.9","3.06","4"
"4732","6.8","7.8","1.7","2.4","1.1","2.99","2"
"4733","6","6.6","3","1.8","0.4","3.4","2"
"4734","4.8","8.7","2.6","1.2","1.2","3.17","4"
"4735","7.1","7.3","2.4","1.5","1.1","3.24","3"
"4736","5.1","7.4","2.3","0.9","1.2","3.24","2"
"4737","5.2","7","2.1","1.3","1.3","3.22","4"
"4738","5.8","7.1","3.4","2","1.1","3.13","4"
"4739","6.7","8.9","2.5","1.8","0.9","3.5","2"
"4740","6.2","8.1","1.6","1.7","0.8","3.65","5"
"4741","5.8","6.6","2.2","1.4","0.9","3.49","5"
"4742","5.9","8.4","2.6","0.9","1.4","3.2","5"
"4743","5.5","8.2","3.1","1.9","0.7","3.19","2"
"4744","5.9","7.3","2.1","2","0.4","3.42","2"
"4745","3.5","7.7","2.1","1.3","0.7","3.05","4"
"4746","5.3","7.5","2.5","1.5","1.2","3.54","4"
"4747","5.7","8.7","3.1","2.6","0.9","3.36","4"
"4748","4.6","7","1.5","2.4","1.2","3.14","3"
"4749","5.8","7.6","2.9","1.1","0.4","3.26","3"
"4750","5.3","7.2","2.2","1.8","0.1","3.33","5"
"4751","6.9","6.6","2.3","2.5","1.1","3.11","4"
"4752","6.8","8.8","3.9","1.7","1.3","3.41","2"
"4753","5.1","6.8","2.4","1.7","0.5","3.45","4"
"4754","5.4","7.6","3","2.3","1.2","3.15","4"
"4755","5.4","6.5","3","2.3","1.4","3.1","5"
"4756","5.1","7.3","1.7","2.3","1","3.18","3"
"4757","5.7","7.8","1.2","1.7","1.3","2.97","4"
"4758","4.9","7","3.1","2.1","1.1","2.87","2"
"4759","4.6","7.9","1.7","2.5","0.9","3.11","5"
"4760","6","7.3","1.3","1.8","1.2","3.01","3"
"4761","6","8.2","3.2","1.6","1.6","3.55","4"
"4762","4.9","8.3","1.8","2.4","0.8","3.11","3"
"4763","6.2","7.1","2","2.8","1","3.29","2"
"4764","5","7.5","3.9","2.9","0.7","3.07","2"
"4765","5.7","7.6","1.3","1.6","1","3.56","4"
"4766","6.2","7.9","1.6","1.7","1","3.16","5"
"4767","5.5","7.5","2.2","1.3","1.3","2.95","5"
"4768","5.9","7.6","2.3","1.9","1.4","3.33","5"
"4769","5.1","7.4","1.9","1.3","1.2","3.25","5"
"4770","5.3","7.6","1.7","1.5","1.3","3.44","5"
"4771","5.3","8.3","3.6","2.2","0.8","3.17","4"
"4772","4.9","7.9","2.7","2","0.7","3.22","3"
"4773","5.4","7.9","2.9","0.9","1.1","2.9","2"
"4774","4.3","7.9","2.4","2.6","1","3.37","4"
"4775","5.1","7.4","2.7","1.3","1.6","3.21","2"
"4776","5.3","7.7","3.2","1.3","0.4","3.18","4"
"4777","5.3","6.8","1.8","1.2","1.2","3.15","4"
"4778","5.3","8.3","2.7","1.5","1.2","3.14","2"
"4779","5.5","5.8","3","1.4","0.8","3.37","4"
"4780","5.9","7.4","3.6","1.4","0.7","3.01","4"
"4781","6.2","8.2","3.9","0.6","0.9","3.35","4"
"4782","5","6.7","2.5","1.9","0.5","2.88","4"
"4783","4.5","7.7","3.3","1.9","1.4","2.82","4"
"4784","4.7","7.1","0.6","2.9","1.8","3.48","5"
"4785","5.1","7.3","3.6","2","0.9","3","4"
"4786","5.2","8.1","2","1.6","0.8","3.22","4"
"4787","4.9","7.6","2.3","1.2","0.6","3.15","4"
"4788","4.5","6.3","2.8","1.8","0.7","3.27","3"
"4789","5.1","6.9","2.4","2","0.8","3.21","4"
"4790","5.6","8.1","2.6","1.5","1.4","3.41","4"
"4791","6","7.8","3.6","1.8","2","2.91","3"
"4792","5.1","8.5","2.2","2.7","0.8","3.33","3"
"4793","5.2","8.5","1.7","1.6","0.7","3.19","2"
"4794","4.8","7.3","3.8","0.9","0.6","2.89","2"
"4795","5.5","9","2.9","2.2","1.1","3.09","2"
"4796","4.8","7.5","3.8","2","1.1","2.88","2"
"4797","6","6.9","3.1","0.9","1","2.87","3"
"4798","4.1","7.1","1.6","2","0.9","3.11","2"
"4799","5.2","6.1","3","1.3","1.4","3.44","4"
"4800","5.7","8.5","1.8","2","1.2","3.26","3"
"4801","5.6","8.5","2.5","2.8","1.2","3.46","5"
"4802","7.7","6.9","2.4","1.7","1.1","3.22","4"
"4803","5.8","7.4","1.4","2.3","0.9","3.51","5"
"4804","4.7","7.6","1.9","1.2","0.8","3.49","2"
"4805","5.4","6.9","4","1","1.2","3.01","2"
"4806","4.1","6.4","2.7","2.8","1.1","3.21","4"
"4807","5.4","7.4","2.4","2","1.2","3.06","2"
"4808","4.8","7.3","3.8","2.1","0.5","3.17","2"
"4809","6.2","7.3","2.2","2.4","1.1","3.53","2"
"4810","5.1","7.6","2.4","1.5","0.9","3.07","2"
"4811","5.4","8.4","3.2","2.2","0.7","2.96","5"
"4812","5","7.3","2.2","2.1","1.2","2.98","4"
"4813","6.9","7.6","2","1.2","1.1","3.12","2"
"4814","5.2","7.9","0.9","2.6","1.7","3.95","5"
"4815","7","7.8","1.8","2.5","1.1","3.49","3"
"4816","6.2","7.1","1.8","1.2","0.9","2.63","4"
"4817","5.9","7.6","2.6","1.9","1","3.19","4"
"4818","5.8","7.8","2.1","1.7","0.6","3.07","3"
"4819","5.8","6.8","4","2.5","1.4","3.4","2"
"4820","4","8.3","1.8","1.1","1.1","2.96","4"
"4821","5.3","8.4","3.5","3.6","1.1","2.99","3"
"4822","6.2","7.1","2.7","1.7","0.7","3.09","3"
"4823","5.5","7.6","3.1","2.2","1.2","3.06","5"
"4824","4.4","7.9","3","2.5","0.7","3.33","3"
"4825","5.5","7.2","0.9","1.7","0.8","3.13","4"
"4826","6.9","7.8","2.5","1.7","1","3.4","3"
"4827","6.5","7.6","2.3","1.5","0.8","3.04","3"
"4828","5.5","6.6","1.7","1.4","0.8","3.37","3"
"4829","6.3","7.8","2.8","1.9","1","2.97","4"
"4830","5.2","6.8","3.7","1.7","1.3","3.32","3"
"4831","4.1","8.1","0.6","1.5","1.3","3.1","5"
"4832","4.8","7.1","2.1","1.6","1.2","3.38","4"
"4833","6.8","7.4","1.6","2.1","1.1","2.71","5"
"4834","5.3","8.3","2.6","1.4","0.9","3.04","5"
"4835","5.3","7.8","2.3","1.7","1.3","3.43","4"
"4836","5.3","6.9","2.1","2.2","0.5","3.16","3"
"4837","7","6.9","3","1.9","1.1","2.86","2"
"4838","6.8","7.1","3.6","1.3","1.3","3.06","4"
"4839","7.3","7.7","4.4","1.8","1","3.28","3"
"4840","5.4","7.7","2","2","0.8","3.04","4"
"4841","5.7","7","1.2","2.3","1","3.43","3"
"4842","4.3","6.8","2.9","1.4","0.8","3.42","3"
"4843","6.7","7.7","3.6","1.5","1.2","3.33","2"
"4844","4.6","7.4","3.1","1.5","1.3","3.41","4"
"4845","5.7","8.8","3.6","1.5","1.1","3.1","4"
"4846","4.6","7.5","2.3","2","1.1","3.5","4"
"4847","5","8.6","2.1","2.1","1.2","3.42","5"
"4848","4.8","6.8","2.6","2.3","1.3","3.17","4"
"4849","5","6.6","2.3","1.8","0.8","2.87","5"
"4850","5.1","6.8","3","1.1","0.5","2.73","5"
"4851","5.1","8.2","3.2","2.1","1.1","3.4","3"
"4852","6.2","8.6","3.2","1.9","1.3","2.88","5"
"4853","4.6","7","2.9","1.8","0.5","3.02","4"
"4854","5.7","7.2","2.7","1.2","1","3.3","2"
"4855","6.5","6.8","3.1","1.7","1.3","2.94","4"
"4856","5.1","6.4","1.1","1.2","1","3.69","3"
"4857","4.9","7.9","2.6","2","1.5","3.25","3"
"4858","5.3","7.6","2.5","1.6","1.4","3.5","5"
"4859","6.4","7.5","2.6","1.5","0.9","3.41","3"
"4860","5.7","6.7","2.4","1","0.9","2.69","3"
"4861","5.1","8.5","2.8","2.3","0.9","3.35","5"
"4862","5.9","7.2","2.1","1.7","1","3.2","5"
"4863","4.6","7.8","3.3","1.8","0.6","3.19","3"
"4864","6","6.6","2.8","1.4","0.6","3.19","4"
"4865","5.8","7.4","2.6","1","0.3","3.41","4"
"4866","5.3","7.7","2","1.5","1","3.53","5"
"4867","4.8","7.7","3.1","1.6","1.6","2.96","3"
"4868","4.8","7.6","2.6","1.9","0.4","3.22","3"
"4869","5.9","7.8","2","1.6","0.9","3.48","4"
"4870","6.5","6.8","2.5","1.4","0.9","3.16","5"
"4871","5","7.6","2.9","1","1","3.24","3"
"4872","5.9","7.6","2.9","1.8","1.4","3.24","3"
"4873","3.8","7.6","2.8","1.4","0.7","3.62","2"
"4874","5","7.5","2.6","2.5","0.4","3.35","2"
"4875","5.5","6.7","3.2","1.9","0.8","3.61","5"
"4876","4.8","6.7","3.4","2.1","0.8","3.55","2"
"4877","4.8","6.2","3","1.7","0.3","3.15","2"
"4878","5","8","2.1","1.9","1.1","3.26","3"
"4879","5.7","8","1.8","1.4","0.6","3.61","3"
"4880","5.4","8","2.1","1.2","1","2.97","5"
"4881","3.7","7.7","3.9","1.8","0.9","3.35","5"
"4882","3.8","6.2","2.7","2.1","0.7","3.35","5"
"4883","5","6.9","4","0.8","1.3","3.14","3"
"4884","5.9","7.6","2.4","1.6","0.9","3.12","3"
"4885","3.3","7.6","2.3","2.7","1","3.15","2"
"4886","5.1","7.4","2.4","2","1.2","3.34","4"
"4887","5.1","7.7","2.4","2.6","1.1","3.49","3"
"4888","6.6","7.5","2","1.5","1","3.35","5"
"4889","5.2","7.6","1.7","1.6","0.8","2.95","5"
"4890","5.8","7.1","2.9","2.3","0.7","3.5","3"
"4891","5.6","8.1","3.2","2.1","1","3.44","4"
"4892","3.8","7.2","4.2","1.8","0.7","3.15","4"
"4893","6.1","6.7","2.2","1.2","1.2","3.07","5"
"4894","5.7","7","2.3","2.4","1","3.02","5"
"4895","5.9","7.3","2","3.1","1.2","3.41","5"
"4896","8.6","8.1","3.3","1","0.7","2.82","4"
"4897","3.8","7.5","3.1","2.5","0.7","3.42","5"
"4898","6.9","7.4","1.9","1.6","1.5","3.11","5"
"4899","5.3","6.8","1.9","1.6","1","3.26","2"
"4900","5.7","8","3.2","1.9","1.3","2.52","3"
"4901","5.5","7.1","2.8","1.2","0.6","2.85","5"
"4902","5.2","7.4","3","1.8","0.9","3.06","2"
"4903","5","8.4","1.9","1","1.4","3.02","2"
"4904","5.8","7.8","1.2","2","0.5","3.35","4"
"4905","4.3","6.5","1.9","2.9","1.7","3.26","4"
"4906","6.1","6.4","3","1.5","1.1","3.59","2"
"4907","5.2","7.5","4","1.7","0.8","3.3","5"
"4908","4.6","6.8","2.2","1.7","1.1","3.07","5"
"4909","5.1","7.9","4.1","2.3","1.3","3.44","4"
"4910","6.5","7.5","3.1","2","0.8","3.11","4"
"4911","5.1","7.6","1.5","2.3","0.8","3.1","4"
"4912","5.8","7.1","2.6","1.5","1.1","3.2","2"
"4913","4.9","8.5","3.1","2","1.1","3.52","2"
"4914","6.1","9.2","0.8","0.1","0.9","3.41","3"
"4915","6","7.3","3","2.1","1.1","3.4","5"
"4916","7","7.7","3.3","1.2","1.3","3.59","4"
"4917","5.4","7.6","2.8","1.6","1.1","3.4","2"
"4918","6","7.3","2.5","2.2","0.8","2.95","4"
"4919","5.6","7","2.4","1","1","3.31","3"
"4920","6.5","6.8","2.3","2.3","1.5","3.52","5"
"4921","4.9","6.8","1.7","1.7","1.1","2.9","5"
"4922","6.1","7.7","2","2.5","1.4","3.2","3"
"4923","5.3","7.2","2.2","1.3","0.8","2.99","5"
"4924","5.4","6","2.6","0.9","1.1","3.23","5"
"4925","5.6","7.8","2.1","1.8","1.2","3.43","3"
"4926","5.7","7.5","1.9","2.1","1.4","3.47","3"
"4927","5.4","8.3","3","2.1","1.4","3.16","3"
"4928","5.7","7.7","2.8","1.2","0.7","3.33","4"
"4929","6.8","6.6","2.1","1","1.3","2.9","5"
"4930","6.3","6.2","2.9","1.6","1.5","2.85","3"
"4931","6.2","7.1","2.2","2.1","0.8","3.42","2"
"4932","5.1","7.1","2.5","2","0.7","2.59","4"
"4933","4.8","8.1","3.2","2.6","1","3.06","4"
"4934","6.3","7.5","2.1","1.6","1.1","3.34","5"
"4935","6.2","8.2","1.7","0.9","0.9","3.24","5"
"4936","6.7","6.7","2.4","2.4","0.6","2.63","3"
"4937","5","8.1","1.5","1.9","1.4","3.31","3"
"4938","5.3","7.9","2.3","1.9","0.7","3.03","4"
"4939","4.2","6.3","2.3","2.2","0.8","3.22","2"
"4940","5.2","8.3","0.8","2.4","1","3.08","4"
"4941","6.3","7.6","2.9","1.8","0.6","3.06","3"
"4942","5.1","7.7","2.4","2.4","0.5","2.84","3"
"4943","6","7","3.3","2.1","0.9","3.13","5"
"4944","5.3","8.3","2.7","1.5","1.2","3.45","2"
"4945","5.8","6.8","3","1.7","1.1","3.12","2"
"4946","4.6","8","3.3","2.1","0.4","3.12","5"
"4947","5.6","8","2.4","1.4","1.4","3.06","2"
"4948","3.1","6.9","2.5","2.2","1.2","2.94","3"
"4949","5.4","8.7","1.4","1.9","1.1","3","2"
"4950","4.2","7.6","3.4","2","1","3.24","2"
"4951","6.5","7.9","2.4","2.5","1.2","3.69","3"
"4952","6.1","6.6","1.8","2","1.7","3.4","5"
"4953","5.9","8.8","3","1.8","1.3","3.32","4"
"4954","6.7","6.8","1","1.8","1.1","3.6","5"
"4955","4.7","8.1","2.2","1.7","0.6","3.29","2"
"4956","6.9","6.9","3.1","2","1","3.41","2"
"4957","6.2","7.1","2.2","2.5","1.2","3.24","3"
"4958","5.3","8","2","1.5","1","3.29","3"
"4959","6.4","8.1","2.2","1.5","0.8","2.92","2"
"4960","4.6","6.7","1.1","2.4","1.2","3.14","3"
"4961","4.8","8.2","3","1.5","0.7","3.09","2"
"4962","5","8.1","2.4","1.9","1.3","3.08","3"
"4963","5.1","6.9","2.3","1.5","0.9","3.07","4"
"4964","4.7","8.5","2.3","1","0.4","3.49","5"
"4965","6.5","6.6","2.5","1.9","0.9","3.13","3"
"4966","5.3","7.1","3","2.4","1","3.17","5"
"4967","5.8","7.8","2.5","1.8","1.2","3.65","5"
"4968","5","7","1.5","1.1","1.1","3.36","4"
"4969","4","7.7","2.9","1.9","0.6","3.2","3"
"4970","5.7","7.6","2.8","1.4","1","3.41","3"
"4971","4","7.4","2.6","0.5","0.8","3.07","3"
"4972","5.4","8","3.3","1.8","0.9","3.12","5"
"4973","4.4","7.4","2.5","2.1","0.7","3.13","5"
"4974","7.1","7.6","3.3","2.4","1","3.25","5"
"4975","6.2","8.2","3.5","2.7","1.9","3.29","5"
"4976","5.6","8","2.9","2.1","1.6","3.01","4"
"4977","6.5","8","2","2.3","0.7","3.28","4"
"4978","4.8","6.8","2.4","1.2","1","3.32","2"
"4979","5.9","7.8","3.4","2.6","0.9","3.11","3"
"4980","5.7","7","1.5","2.4","1","3.17","5"
"4981","5.7","6.7","2.2","1.6","1.3","2.97","2"
"4982","6.5","7.5","2.3","2.1","1","2.9","4"
"4983","6.1","7","1.9","2.1","0.8","2.97","2"
"4984","5.7","8","3.1","2.5","1.3","3.34","2"
"4985","4.2","8","2.8","1.7","0.6","3.3","5"
"4986","4.7","6.4","2","1.4","1.1","3.59","3"
"4987","5.4","7","2.9","1.6","0.6","3.21","3"
"4988","5.6","6.6","2.4","2.2","0.7","3.21","4"
"4989","4.6","7.2","1.9","0.8","1.2","3.27","2"
"4990","7.4","7.8","2","0.3","0.8","2.99","4"
"4991","6.7","7.4","2.8","2.2","0.4","3.38","5"
"4992","6","7.1","3.2","1.9","0.8","3.28","3"
"4993","5.6","8.3","2.2","1.8","0.8","3.01","4"
"4994","5.3","6.1","2.9","1.1","0.6","3.27","3"
"4995","4.7","8.2","3.6","0.9","1.2","3.35","5"
"4996","5.6","7.2","1.6","1.5","0.5","2.93","4"
"4997","5.7","7.5","2.7","2","0.8","3.41","3"
"4998","4.5","7.2","3.1","1.5","1","3.11","3"
"4999","5.8","8.4","2.4","2.3","0.9","2.59","4"
"5000","5.4","6.8","3.4","1.3","0.9","3.39","4"
"5001","4","7.5","4","1.5","0.8","3.47","3"
"5002","4.8","7.8","2.7","2.2","0.6","2.98","4"
"5003","5.2","6.5","2.3","1.6","0.8","2.87","5"
"5004","7","6.9","3.2","1.6","1.2","3.47","2"
"5005","5.9","7.4","3.1","1.5","0.9","3.08","5"
"5006","4.4","7","0.7","1.4","1.1","3.47","5"
"5007","5.9","7","2.5","2","1.3","2.84","5"
"5008","4.3","7.3","2.2","2","1.2","3.48","2"
"5009","6.4","7.9","2.8","1.9","0.6","3.41","2"
"5010","5.1","7.3","2.4","1.5","1.1","3.31","4"
"5011","5.4","8.1","2.4","1.7","1.3","2.8","3"
"5012","6.6","6.9","1.9","2.6","0.8","3.13","4"
"5013","4.5","6.7","3","1.1","0.5","3.4","2"
"5014","4.4","8.7","3.7","2.7","0.9","2.86","5"
"5015","5","7.1","1.9","1.8","1.1","3.1","5"
"5016","6.3","6.7","1.5","1.7","1.2","3.28","5"
"5017","4.3","6.5","2.5","2.3","0.8","2.97","4"
"5018","3.2","8.1","2.5","0.8","0.4","3.46","3"
"5019","5.1","7.3","3.3","2.5","0.6","3.42","5"
"5020","5.9","7.3","1.6","2.7","1.1","3.25","2"
"5021","6.5","7.4","2.1","2.3","1.6","3.29","4"
"5022","5.1","8.1","1","0.7","1","3.09","3"
"5023","5.2","7.4","3.5","2.2","1.4","3.32","3"
"5024","6.4","8.9","2.7","2.6","0.7","3.08","4"
"5025","4","7.6","2.2","2.6","0.8","3.16","4"
"5026","5.2","8.1","1.6","1.1","0.3","3.1","3"
"5027","5.7","8","1.6","2.3","1.1","3.49","5"
"5028","5.9","7.5","2.8","2.7","0.7","3.44","3"
"5029","5.1","7.1","1.7","1.8","1.2","3","2"
"5030","5.5","7.7","2.6","1.1","0.8","3.47","3"
"5031","3.5","7.8","3.9","2.2","1.6","3.04","4"
"5032","5","7.2","2.3","2.3","1.5","3.57","2"
"5033","5.9","7.6","1.8","1.7","0.3","3.51","4"
"5034","4.7","8.2","2.8","1.2","1.2","3.64","5"
"5035","5.5","8.7","1.6","2.3","0.8","3.26","5"
"5036","5.9","8","3.7","1.4","1.2","3.14","2"
"5037","5.2","8.6","3.5","2","0.6","3.14","4"
"5038","5.6","7.1","2.4","2.6","1.4","3.28","2"
"5039","4.7","7.9","1.9","1","1.3","3","2"
"5040","5.3","8.3","2.2","2.3","0.6","2.72","5"
"5041","6","7","2.3","1.7","0.9","3.12","4"
"5042","5.6","7.2","2.8","1.7","1","3.21","3"
"5043","5","8.5","3.2","2.1","1.2","3.31","5"
"5044","5.7","6.9","1.8","1.4","1","3.28","2"
"5045","6.1","6.7","3.2","1.2","1.2","3.23","4"
"5046","3.9","8.4","2.9","0.9","1","3.43","2"
"5047","6.4","8.2","2.1","2.4","1.2","3.03","2"
"5048","5.2","7.8","1.7","1.6","0.6","3.07","2"
"5049","5.8","7.5","2.6","2.1","1","3.62","4"
"5050","6.5","7.2","1.8","1.6","1.3","2.56","5"
"5051","4.4","7.7","3.2","1.2","1.4","3.42","3"
"5052","4.9","8.4","1.7","2.1","1.1","3.31","2"
"5053","5.3","7.6","2.9","2","1","3.2","3"
"5054","4.9","8.8","2.4","1.7","1.4","3.38","5"
"5055","6.9","7","2.1","2","1","3.34","2"
"5056","4.8","7.5","2.4","1.3","1.3","2.91","4"
"5057","5.1","7.3","3.3","2.3","1","3.01","2"
"5058","5.7","6.8","1.7","2.4","1","3.1","2"
